provider,dataProvider,title,collection,description,creator,publisher,contributor,type,identifier,language,temporal,spatial,subject,date,extent,format,standardizedRights,relation,isShownAt,preview,count
Big Sky Country Digital Network,Butte-Silver Bow Public Archives,1.0,1.0,0.996996996996997,1.0,0.8078078078078078,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9459459459459459,0.0,0.0,0.7027027027027027,0.0,1.0,1.0,333
Big Sky Country Digital Network,Choteau High School Library,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,64
California Digital Library,Orange Public Library and History Center,1.0,1.0,1.0,0.2751060820367751,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.946958981612447,0.0,0.0,0.0,0.0,1.0,1.0,1414
California Digital Library,Riverside Public Library,1.0,1.0,0.9929078014184397,0.7092198581560284,1.0,0.3120567375886525,1.0,1.0,1.0,0.0,0.9929078014184397,1.0,1.0,0.0,0.9787234042553191,0.0,0.0,1.0,1.0,141
California Digital Library,"UC San Francisco, Library, Special Collections",1.0,1.0,0.7735849056603774,0.4887518142235123,0.719521044992743,0.3309143686502177,0.9956458635703919,0.9974600870827286,0.37989840348330917,0.0039912917271407835,0.13751814223512338,0.829100145137881,0.9045718432510885,0.02177068214804064,0.3875181422351234,0.0,0.4234397677793904,1.0,0.9923802612481858,2756
Digital Commonwealth,Louisiana Public Broadcasting,1.0,1.0,1.0,0.9977578475336323,0.9932735426008968,0.002242152466367713,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,446
Digital Commonwealth,Vision Maker Media,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1
Digital Library of Georgia,Massie Heritage Interpretation Center,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,16
Digital Library of Tennessee,Arts Center of Cannon County,1.0,1.0,0.9952038369304557,0.014388489208633094,0.0,0.007194244604316547,1.0,0.9232613908872902,0.004796163069544364,0.9664268585131894,0.9952038369304557,1.0,0.9496402877697842,0.9784172661870504,1.0,0.0,0.0,1.0,1.0,417
Digital Library of Tennessee,Rutherford County Historical Society;,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
Digital Maine,Stockholm Historical Society,1.0,0.0,0.9534632034632035,0.050865800865800864,0.0,0.0,1.0,0.0,1.0,0.0021645021645021645,0.9978354978354979,1.0,0.04220779220779221,0.0,0.0,1.0,0.0,1.0,0.9967532467532467,924
Empire State Digital Network,SUNY Upstate Medical University. Health Sciences Library,1.0,1.0,0.9866803278688525,0.44979508196721313,0.030737704918032786,0.0235655737704918,1.0,1.0,1.0,0.0,0.7520491803278688,1.0,0.8954918032786885,0.9528688524590164,0.9938524590163934,0.0,0.0,1.0,1.0,976
Harvard Library,"General Artemas Ward House Museum, Harvard University",1.0,1.0,0.84,0.77,0.0,0.42,1.0,1.0,0.0,0.0,0.88,1.0,0.99,0.99,0.99,0.0,0.0,1.0,0.98,100
Indiana Memory,Carmel Clay Historical Society,1.0,1.0,0.36317780580075665,0.44136191677175285,0.3720050441361917,0.0,1.0,0.0,1.0,0.0,0.30012610340479196,0.3871374527112232,0.9344262295081968,0.0,0.0037831021437578815,0.0,0.0,1.0,1.0,793
Indiana Memory,Indiana University Libraries,1.0,1.0,1.0,0.6784140969162996,0.44933920704845814,0.0,1.0,0.0,1.0,0.0,0.9955947136563876,1.0,0.960352422907489,0.47577092511013214,1.0,0.0,0.0,1.0,1.0,227
Kentucky Digital Library,Eastern Kentucky University,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,340
Michigan Service Hub,Detroit Public Library,1.0,1.0,1.0,0.8380619816673941,0.0,0.0,1.0,0.0,0.005237887385421213,0.0,0.9048450458315146,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2291
Minnesota Digital Library,Stevens County Museum and Historical Society,1.0,1.0,1.0,0.08604651162790698,0.0,0.07209302325581396,1.0,0.0,0.0,0.0,0.0,1.0,0.9790697674418605,0.0,1.0,0.0,1.0,1.0,1.0,430
Mountain West Digital Library,Salt Lake City (UT) Public Library,1.0,1.0,1.0,0.875,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8
Recollection Wisconsin,Wisconsin Department of Public Instruction,1.0,0.0513127997980308,0.13254228730118656,0.0,0.9981065387528402,0.8764832113102752,0.9981065387528402,0.0,0.9996844231254733,0.01836657409745014,0.007447614238828578,0.9988008078767988,0.9970335773794496,0.0,0.996907346629639,0.0,0.10047967684928048,1.0,1.0,15844
South Carolina Digital Library,Pawleys Island Civic Association,1.0,1.0,1.0,0.02522935779816514,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.4288990825688073,0.0,1.0,0.0,0.0,1.0,1.0,436
Biodiversity Heritage Library,Allen County Public Library Genealogy Center (archive.org),1.0,0.07734806629834254,0.9005524861878453,0.8232044198895028,0.6906077348066298,0.5469613259668509,1.0,1.0,1.0,0.011049723756906077,0.861878453038674,1.0,0.6077348066298343,0.0,1.0,0.0,0.3425414364640884,1.0,1.0,181
Biodiversity Heritage Library,Lewis & Clark Community College / NGRREC (archive.org),1.0,0.55,0.0,0.85,0.95,1.0,1.0,1.0,1.0,0.0,0.8,1.0,0.95,0.0,1.0,0.0,0.55,1.0,1.0,20
California Digital Library,Marin County Free Library,1.0,1.0,1.0,1.0,1.0,0.3115100316789863,1.0,1.0,1.0,0.0,1.0,0.9989440337909187,1.0,0.0,1.0,0.0,0.0,1.0,1.0,947
Digital Library of Georgia,Georgia Institute of Technology. Library and Information Center. Digital Initiatives,1.0,1.0,0.9976722532588455,0.16139044072004965,0.0,0.0,1.0,0.0,0.013656114214773432,0.0,1.0,1.0,0.999844816883923,0.0,0.035226567349472375,0.0,0.03677839851024209,1.0,1.0,6444
Digital Library of Georgia,Roosevelt Warm Springs Vocational Rehabilitation Campus,1.0,1.0,1.0,0.40860215053763443,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.010752688172043012,0.0,0.0,1.0,1.0,279
Digital Library of Georgia,University of North Georgia. Library Technology Center,1.0,1.0,0.9939393939393939,1.0,0.0,0.0,1.0,0.0,0.006060606060606061,0.0,1.0,1.0,1.0,0.0,0.11212121212121212,0.0,0.0,1.0,1.0,330
Empire State Digital Network,Lockport Public Library,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7330754352030948,1.0,0.9961315280464217,0.8646034816247582,0.0,1.0,0.0,0.0,1.0,1.0,517
Empire State Digital Network,Middleburgh Library,1.0,1.0,1.0,0.7440633245382586,0.08179419525065963,0.40105540897097625,1.0,1.0,1.0,0.029023746701846966,0.6490765171503958,0.6860158311345647,0.6490765171503958,0.5699208443271768,1.0,0.18733509234828497,0.0,1.0,1.0,379
Illinois Digital Heritage Hub,Illinois Eastern Community Colleges,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9327217125382263,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,327
Indiana Memory,Allison Transmission,1.0,1.0,0.9992619926199262,0.0,0.5597785977859778,0.0,1.0,0.0,0.6800738007380074,0.0,0.0,0.9992619926199262,0.8619926199261992,0.3199261992619926,0.9789667896678966,0.0,0.0,1.0,1.0,2710
Indiana Memory,Burmese American Community Institute offices,1.0,1.0,0.8709677419354839,1.0,1.0,0.0,1.0,0.0,0.8709677419354839,1.0,0.0,1.0,0.967741935483871,0.0,1.0,0.0,0.0,1.0,1.0,31
Library of Congress,"Library of Congress Prints and Photographs Division Washington, D.C. 20540 USA dcu",1.0,1.0,1.0,0.0,0.0,0.9,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,40
Minnesota Digital Library,Esko Historical Society,1.0,1.0,1.0,0.5927835051546392,0.0,0.4639175257731959,1.0,0.0,0.520618556701031,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,194
North Carolina Digital Heritage Center,Highlands Historical Society,1.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,8
South Carolina Digital Library,University of South Carolina Aiken,1.0,1.0,1.0,0.3602941176470588,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5955882352941176,0.0,1.0,0.0,0.7794117647058824,1.0,1.0,136
The New York Public Library,George Arents Collection. The New York Public Library,1.0,1.0,0.923077686968093,0.05675329447164321,0.04511464860624237,0.16319923733105593,1.0,0.0,0.04510471802103298,9.930585209386389E-6,0.1873802123159118,0.6474940168224114,0.09992154837684585,0.003147995511375485,0.9927804645527761,1.0,1.0,1.0,1.0,100699
The Portal to Texas History,Lamar State College – Orange,1.0,1.0,1.0,0.6141708841917237,0.9197181700903047,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10077
The Portal to Texas History,Museum of South Texas History,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8235294117647058,1.0,1.0,68
The Portal to Texas History,Southern Methodist University Libraries,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2
ARTstor,"Washington University, St. Louis",0.9953051643192489,1.0,0.8564721663313213,0.8893360160965795,1.0,0.0,0.6901408450704225,0.0,0.0,0.0,0.0,0.8403755868544601,0.26291079812206575,0.0,0.98859825620389,0.0,0.0,1.0,1.0,1491
Biodiversity Heritage Library,"Claire T. Carney Library, UMass Dartmouth (archive.org)",1.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.42857142857142855,1.0,1.0,1.0,0.14285714285714285,0.8571428571428571,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7
Biodiversity Heritage Library,Hopkins Marine Station of Stanford University,1.0,0.0,0.3333333333333333,0.8333333333333334,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.5,0.8333333333333334,1.0,0.0,1.0,0.0,0.0,1.0,1.0,6
Biodiversity Heritage Library,State Library of North Carolina (archive.org),1.0,0.35185185185185186,0.2777777777777778,0.5740740740740741,0.9629629629629629,0.7592592592592593,1.0,1.0,1.0,0.037037037037037035,0.9444444444444444,1.0,0.9814814814814815,0.0,1.0,0.0,0.7407407407407407,1.0,1.0,54
Digital Commonwealth,Harvard Library,1.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,0.0,0.125,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,16
Digital Maine,Cumberland Historical Society,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,28
Digital Maine,Maine State Archives,1.0,0.0,0.9863868961633573,0.9433195406801655,0.0,0.0,1.0,0.0,0.973851088313787,0.04460984746468183,0.950395416595255,0.9999020640011752,0.9204025169551698,0.0033787919594544967,0.0,1.0,0.0,1.0,0.9916509561001885,40843
Empire State Digital Network,Clifton Park-Halfmoon Public Library,1.0,1.0,0.9981412639405205,0.1821561338289963,0.15985130111524162,0.0018587360594795538,1.0,0.9962825278810409,0.8717472118959108,0.0,0.9739776951672863,1.0,0.7100371747211895,0.9907063197026023,1.0,0.0,0.0037174721189591076,1.0,1.0,538
Empire State Digital Network,Library Association of Rockland County,1.0,1.0,1.0,0.2608695652173913,0.0,0.0,0.8260869565217391,0.782608695652174,0.2608695652173913,0.0,1.0,1.0,0.4782608695652174,0.0,0.782608695652174,0.0,1.0,1.0,1.0,23
Illinois Digital Heritage Hub,St. Charles Public Library,1.0,1.0,0.9903846153846154,0.4326923076923077,0.0,0.07692307692307693,0.9807692307692307,0.0,0.9903846153846154,0.0,0.9615384615384616,1.0,0.3269230769230769,0.0,0.0,0.0,0.0,1.0,1.0,104
Indiana Memory,"Calumet Regional Archives, Indiana University Northwest, Gary, Indiana",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
Indiana Memory,IUPUI (Campus).‏ ‎University Library.‏ ‎Special Collections and Archives,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,6
Indiana Memory,Indianapolis Chamber Orchestra Offices,1.0,1.0,0.003816793893129771,0.9923664122137404,1.0,0.0,1.0,0.0,1.0,0.9961832061068703,0.0,1.0,0.9885496183206107,0.0,1.0,0.0,0.0,1.0,1.0,262
Minnesota Digital Library,Renville County Historical Society,1.0,1.0,1.0,0.037914691943127965,0.0,0.009478672985781991,1.0,0.0,0.009478672985781991,0.0,0.0,1.0,0.6445497630331753,0.0,1.0,0.0,1.0,1.0,1.0,211
Minnesota Digital Library,St. Peter Regional Treatment Center,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,185
Minnesota Digital Library,Washington County Survey and Land Management,1.0,1.0,1.0,0.02631578947368421,0.0,0.15789473684210525,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,38
Minnesota Digital Library,Watonwan County Historical Center,1.0,1.0,1.0,0.018691588785046728,0.0,0.08411214953271028,1.0,0.0,0.009345794392523364,0.0,0.0,1.0,0.822429906542056,0.0,1.0,0.0,1.0,1.0,1.0,107
PA Digital,Williamson College of the Trades,1.0,1.0,0.9925373134328358,0.3917910447761194,0.0,0.0,0.7947761194029851,1.0,0.2126865671641791,0.0,0.9402985074626866,1.0,0.996268656716418,0.0,0.6529850746268657,0.0,0.0,1.0,1.0,268
Big Sky Country Digital Network,Montana State University--Bozeman,0.9999434644957033,1.0,0.6500452284034374,0.8514812302125735,0.0,0.0,0.6605608322026233,0.0,0.0,0.0,0.0,0.9824739936680236,0.9092039800995025,0.0,0.0,1.0,0.0,1.0,1.0,17688
Biodiversity Heritage Library,BHL SciELO,1.0,0.07127882599580712,0.8218029350104822,0.26834381551362685,0.9874213836477987,0.36058700209643607,1.0,1.0,0.1509433962264151,0.0,0.09433962264150944,0.649895178197065,0.9874213836477987,0.0,1.0,0.0,0.36268343815513626,1.0,1.0,477
Biodiversity Heritage Library,Carolina Bird Club,1.0,0.0,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,27
Digital Commonwealth,"Bridgewater State University, Maxwell Library",1.0,1.0,1.0,0.055408970976253295,0.10554089709762533,0.0,1.0,1.0,0.055408970976253295,0.055408970976253295,0.9920844327176781,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,379
Digital Commonwealth,Forbes Library,1.0,1.0,0.7571614583333334,0.8359375,0.0,0.001953125,0.9967447916666666,0.4095052083333333,0.006510416666666667,0.0,0.19466145833333334,0.4049479166666667,0.177734375,0.076171875,1.0,0.0,1.0,1.0,0.9986979166666666,1536
Digital Commonwealth,Provincetown History Preservation Project,1.0,1.0,0.9966370405957242,0.3780927215950036,4.8042277203939464E-4,0.01177035791496517,1.0,1.0,1.0,0.0,0.8227239971174634,0.9257746817199135,0.17679558011049723,0.09128032668748498,1.0,0.0,1.0,1.0,1.0,4163
Digital Commonwealth,WILL Illinois Public Media,1.0,1.0,0.9856169568508706,0.9742619227857684,0.0,0.631339894019682,1.0,0.0,0.0,0.0,0.0,0.10825132475397427,0.9735049205147616,1.0,1.0,0.0,1.0,1.0,1.0,1321
Digital Library of Tennessee,"Library of Congress Prints and Photographs Division Washington, D.C. 20540 USA;",1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1
Digital Library of Tennessee,Tennessee Historical Society,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,9
Digital Maine,Surry Historical Society,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2
Digital Maryland,Star-Spangled Banner Flag House,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5
Illinois Digital Heritage Hub,Arthur Public Library,1.0,1.0,1.0,0.03483606557377049,0.0,0.0,1.0,0.0,0.0020491803278688526,0.0,1.0,1.0,0.985655737704918,0.0,0.0,0.0,0.13319672131147542,1.0,1.0,488
Indiana Memory,"Personal archive of Dr. Robert White, Professor of Sociology, IUPUI",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.924198250728863,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,343
Mountain West Digital Library,Brigham Young University-Idaho,1.0,1.0,0.8184311178465757,0.06321714656852133,0.0,0.0,0.10500108248538645,1.0,0.9707007288734936,0.0,0.0,0.8365447066464603,0.8612253734574583,0.0,0.0,0.0,0.9189579274013134,1.0,1.0,13857
North Carolina Digital Heritage Center,NC LIVE,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1
North Carolina Digital Heritage Center,"Rourk Branch Library (Shallotte, N.C.)",1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1
Recollection Wisconsin,Aram Public Library,1.0,0.0,0.9997733967822343,0.3220031724450487,0.9947881259913891,0.0,1.0,0.0,1.0,0.0,0.0,0.9963743485157489,0.0070246997507364605,0.0,0.0,0.0,0.0,1.0,1.0,4413
South Carolina Digital Library,Private Collector,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2
The Portal to Texas History,Salado Public Library,1.0,1.0,1.0,0.22435897435897437,0.05128205128205128,1.0,1.0,1.0,0.9935897435897436,0.0,1.0,1.0,0.7115384615384616,0.0,1.0,0.0,0.01282051282051282,1.0,1.0,312
The Portal to Texas History,Texas Wesleyan University,1.0,1.0,1.0,0.5599045346062053,0.7021479713603819,0.026252983293556086,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2095
University of Southern California Libraries,C,1.0,0.0,0.004042037186742118,0.0,8.084074373484236E-4,0.0,0.9708973322554567,0.0,0.002425222312045271,0.0,8.084074373484236E-4,8.084074373484236E-4,0.002425222312045271,0.0,8.084074373484236E-4,0.0,1.0,1.0,1.0,1237
Biodiversity Heritage Library,Sterling and Francine Clark Art Institute Library (archive.org),1.0,0.0,0.5,1.0,0.8333333333333334,0.8333333333333334,1.0,1.0,0.8333333333333334,0.0,0.16666666666666666,1.0,1.0,0.0,1.0,0.0,0.16666666666666666,1.0,1.0,6
Digital Commonwealth,"Worcester Polytechnic Institute, George C. Gordon Library",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,20
Digital Library of Georgia,Uncle Remus Regional Library System,1.0,1.0,1.0,5.4024851431658565E-5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18510
Empire State Digital Network,Baldwinsville Public Library,1.0,1.0,0.709585121602289,0.0,0.0,0.0,1.0,1.0,0.17310443490701002,0.0,0.8683834048640916,0.6609442060085837,0.26180257510729615,0.9971387696709585,1.0,0.17310443490701002,0.0,1.0,1.0,699
Illinois Digital Heritage Hub,Oak Park Public Library,1.0,1.0,1.0,0.5849056603773585,0.0,0.0,1.0,0.0,1.0,0.9622641509433962,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,53
Illinois Digital Heritage Hub,Pullman State Historic Site,1.0,1.0,0.9963524130190797,0.9797979797979798,0.0,0.9548260381593715,0.025252525252525252,0.0,0.9817620650953984,0.0,0.024130190796857465,0.9997194163860831,0.579685746352413,0.0,0.9694163860830527,0.0,0.0,1.0,1.0,3564
Indiana Memory,"Davis, Danita",1.0,1.0,0.993103448275862,0.9862068965517241,0.006896551724137931,0.0,1.0,0.0,0.020689655172413793,0.0,0.9793103448275862,0.10344827586206896,1.0,0.0,0.9862068965517241,0.0,0.0,1.0,1.0,145
Kentucky Digital Library,Murray State University,1.0,0.0,0.04149128081779916,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04149128081779916,0.7600721587492484,0.9705351773902585,0.0,1.0,0.0,0.0,1.0,1.0,1663
Minnesota Digital Library,Anoka County Historical Society,1.0,1.0,1.0,0.1,0.0,0.11428571428571428,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,70
Minnesota Digital Library,Macalester College,1.0,1.0,1.0,0.25609756097560976,0.0,0.07621951219512195,1.0,0.0,0.19207317073170732,0.0,0.0,1.0,0.6615853658536586,0.0,1.0,0.0,1.0,1.0,1.0,328
Minnesota Digital Library,Northfield History Collaborative,1.0,1.0,0.9964020148716719,0.4442312305109139,0.0,0.13912209162868794,0.9973614775725593,0.0,0.04245622451427201,0.0,0.0,0.8508035500119933,0.8210602062844807,0.0,0.972895178699928,0.0,0.7572559366754618,1.0,1.0,4169
Mountain West Digital Library,Great Basin Museum,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.851063829787234,0.0,0.0,0.0,1.0,1.0,1.0,47
National Archives and Records Administration,National Archives at College Park - Textual Reference,1.0,0.9992194686811808,0.16547263958966354,0.9992194686811808,0.0,0.010035402670532155,1.0,1.0,0.012209739915814121,0.0,0.0016168148746968471,0.34769882641540995,0.5629860898168539,0.0766314498369247,1.0,0.0,0.9992194686811808,1.0,0.5513617483901542,35873
North Carolina Digital Heritage Center,Moore County Library,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5
North Carolina Digital Heritage Center,Wayne County Public Library,1.0,1.0,1.0,0.648854961832061,0.011450381679389313,1.0,1.0,1.0,0.7404580152671756,0.0,1.0,0.9961832061068703,0.9770992366412213,0.0,1.0,0.7251908396946565,0.0,1.0,1.0,262
South Carolina Digital Library,Getown County Library,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2
The Portal to Texas History,Lubbock High School,1.0,1.0,1.0,0.0,0.050546448087431695,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1464
Biodiversity Heritage Library,Linnean Society of New South Wales,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,6
Biodiversity Heritage Library,"Morris Library, Southern Illinois University Carbondale (archive.org)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1
Digital Library of Tennessee,"McClung Historical Collection, Knox County Public Library",1.0,1.0,1.0,0.05555555555555555,1.0,0.05555555555555555,0.8888888888888888,0.7777777777777778,0.2777777777777778,0.7222222222222222,1.0,1.0,0.8888888888888888,0.0,0.2222222222222222,0.0,0.0,1.0,1.0,18
Digital Maryland,Montgomery County Historical Society,1.0,1.0,0.9895287958115183,1.0,0.010471204188481676,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,191
Empire State Digital Network,Hilbert College,1.0,1.0,1.0,0.13333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,15
Illinois Digital Heritage Hub,Melrose Park Public Library,1.0,1.0,0.07623318385650224,0.03139013452914798,0.0,0.0,1.0,0.0,0.9910313901345291,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,223
Indiana Memory,Allison Transmission. Issue loaned for scanning by Chuck Knoll.,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2
Indiana Memory,"IPFW Archaeological Survey, Indiana University-Purdue University Fort Wayne",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,17
Minnesota Digital Library,Duluth Public Library,1.0,1.0,1.0,0.5968992248062015,0.0,0.2248062015503876,1.0,0.0,0.7596899224806202,0.0,0.0,1.0,0.9844961240310077,0.0,1.0,0.0,1.0,1.0,1.0,129
Minnesota Digital Library,Jones-Harrison Residence,1.0,1.0,1.0,0.30357142857142855,0.0,0.05357142857142857,1.0,0.0,0.32142857142857145,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,56
Minnesota Digital Library,University of Minnesota Libraries,1.0,1.0,0.4107650964274423,0.4601644008852355,0.0,0.20394008852355358,0.9936077300031616,0.0,0.6944356623458742,0.0,0.06688665823585203,0.721190325640215,0.8129841131836864,0.443566234587417,0.8729252292127727,0.0,0.0,1.0,0.9991404521024344,101216
Mountain West Digital Library,"Buffalo Bill Center of the West, McCracken Research Library",1.0,1.0,0.9496673779339777,0.5842851763524539,0.0,0.0,1.0,1.0,0.9077444458390862,0.0,0.9447721852642149,0.9817999246893435,0.9892054725743693,0.0,0.0,0.0,1.0,1.0,1.0,7967
North Carolina Digital Heritage Center,Brevard College,1.0,1.0,1.0,0.9851485148514851,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,202
North Carolina Digital Heritage Center,Perquimans County Library,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1
The Portal to Texas History,Ellis Memorial Library,1.0,1.0,1.0,0.9938036224976168,1.0,0.004289799809342231,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,6294
The Portal to Texas History,University of Texas at Arlington Library,1.0,1.0,1.0,0.8603322949117341,0.7741433021806854,0.02371062651436483,1.0,1.0,0.9589823468328141,0.0,0.9922118380062306,1.0,0.9100034614053306,0.0,1.0,0.0,0.0029421945309795776,1.0,1.0,5778
Biodiversity Heritage Library,University of Connecticut Libraries (archive.org),1.0,0.6666666666666666,0.2693156732891832,0.8410596026490066,0.9492273730684326,0.5562913907284768,1.0,1.0,0.9911699779249448,0.039735099337748346,0.5717439293598234,0.9823399558498896,0.977924944812362,0.0,1.0,0.0,0.6754966887417219,1.0,1.0,453
Biodiversity Heritage Library,World Amphipoda Database,1.0,0.0,1.0,0.0,1.0,0.7777777777777778,1.0,1.0,1.0,0.0,0.2222222222222222,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,54
