provider,dataProvider,title,collection,description,creator,publisher,contributor,type,identifier,language,temporal,spatial,subject,date,extent,format,standardizedRights,relation,isShownAt,preview,count
The Portal to Texas History,Austin Memorial Library,1.0,1.0,1.0,0.36212624584717606,0.6129568106312292,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1204
The Portal to Texas History,East Texas Genealogical Society,1.0,1.0,1.0,1.0,0.9896907216494846,0.020618556701030927,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,97
The Portal to Texas History,Friench Simpson Memorial Library,1.0,1.0,1.0,0.8903043170559094,0.5958952583156405,0.12632696390658174,1.0,1.0,0.832271762208068,0.0,1.0,1.0,0.8287331917905166,0.0,1.0,0.0,0.0,1.0,1.0,2826
The Portal to Texas History,Gillespie County Historical Society,1.0,1.0,1.0,0.12928759894459102,0.0013192612137203166,0.0013192612137203166,1.0,1.0,0.30606860158311344,0.0,1.0,1.0,0.18601583113456466,0.0,1.0,0.0,0.09762532981530343,1.0,1.0,758
The Portal to Texas History,Schreiner University,1.0,1.0,0.7096774193548387,0.4292803970223325,0.13027295285359802,0.3337468982630273,1.0,1.0,0.38089330024813894,0.0,0.9913151364764268,1.0,0.38461538461538464,0.0,1.0,0.0,0.02357320099255583,1.0,1.0,806
The Portal to Texas History,The Dolph Briscoe Center for American History,1.0,1.0,1.0,0.8681338117135783,0.8484258931729749,0.03822830865632422,1.0,1.0,0.9970185456566779,0.0,0.9946687553691445,1.0,0.993203294759715,0.0,1.0,0.0,0.007933700540704431,1.0,1.0,39578
The Portal to Texas History,The History Center,1.0,1.0,1.0,0.747093023255814,0.005813953488372093,0.0029069767441860465,1.0,1.0,0.4127906976744186,0.0,1.0,1.0,0.9534883720930233,0.0,1.0,0.0,0.0,1.0,1.0,344
Digital Commonwealth,Mount Wachusett Community College,1.0,1.0,1.0,0.8596491228070176,0.0,0.017543859649122806,1.0,1.0,1.0,0.0,0.5614035087719298,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0,1.0,57
Digital Library of Tennessee,Albert Gore Research Center,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9929577464788732,1.0,0.9929577464788732,0.9154929577464789,1.0,0.4295774647887324,0.0,0.007042253521126761,0.9929577464788732,0.0,1.0,1.0,142
Digital Maine,Jonesport Historical Society,1.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6
Empire State Digital Network,Essex County Historical Society,1.0,1.0,0.8363636363636363,0.06363636363636363,0.0,0.0,0.8545454545454545,1.0,0.0,0.0,0.9363636363636364,0.9636363636363636,0.7272727272727273,0.8545454545454545,0.8545454545454545,0.0,0.0,1.0,1.0,110
Harvard Library,"Emily Dickinson Archive, Harvard University",0.9954278249510125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1531
Illinois Digital Heritage Hub,Des Plaines History Center,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.9545454545454546,0.0,0.0,0.0,0.0,1.0,1.0,22
Illinois Digital Heritage Hub,Elgin History Museum http:www.elginhistory.org,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,223
Indiana Memory,"Northwest, Old; St. Clair's Campaign, 1791; Indians of North America--Wars--1790-1794; Northwest, Old. Governor (1787-1802 : St. Clair); United States. War Dept.",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
Minnesota Digital Library,Historical and Cultural Society of Clay County,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,75
Missouri Hub,University of Missouri - Kansas City,0.9941011235955056,1.0,0.9887640449438202,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.001966292134831461,0.9786516853932584,0.46207865168539325,0.0,1.0,0.0,0.0,1.0,1.0,3560
Mountain West Digital Library,University of Utah - Utah Museum of Fine Arts,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2
North Carolina Digital Heritage Center,"Martin Memorial Public Library (Williamston, N.C.)",1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1
North Carolina Digital Heritage Center,North Carolina Digital Heritage Center,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4
South Carolina Digital Library,Chesterfield County Library System,1.0,1.0,0.003257328990228013,0.11400651465798045,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8273615635179153,0.0,1.0,0.0,0.0,1.0,1.0,307
South Carolina Digital Library,Univeristy of South Carolina. South Caroliniana Library,1.0,1.0,0.0,1.0,0.0,0.9316239316239316,1.0,0.0,1.0,0.0,1.0,0.0,0.9145299145299145,0.0,0.26495726495726496,0.0,1.0,1.0,1.0,117
South Carolina Digital Library,Waring Historical Library (MUSC),1.0,0.9963717555121406,0.8442645827518839,0.8160759140385152,0.0,0.3030979626011722,0.9980463298911527,0.0,0.9215740999162713,0.0,0.9140385152107173,0.9969299469718114,0.8130058610103266,0.0,0.9980463298911527,0.0,0.3787329053865476,1.0,1.0,3583
The Portal to Texas History,Nicholas P. Sims Library,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8695652173913043,1.0,1.0,23
The Portal to Texas History,Texas General Land Office,1.0,1.0,1.0,0.570675105485232,0.07278481012658228,0.20780590717299577,1.0,1.0,1.0,0.0,1.0,1.0,0.9546413502109705,0.0,1.0,0.0,0.017932489451476793,1.0,1.0,948
Biodiversity Heritage Library,Library and Archives Canada - Bibliothèque et Archives Canada (archive.org),1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2
Biodiversity Heritage Library,Ryerson University Library Special Collections (archive.org),1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
California Digital Library,Berkeley Public Library,1.0,1.0,1.0,0.8315412186379928,1.0,0.0,1.0,1.0,0.7526881720430108,0.0,0.942652329749104,1.0,1.0,0.0,0.8243727598566308,0.0,0.0,1.0,1.0,279
California Digital Library,"San Francisco State University, J. Paul Leonard Library",1.0,1.0,0.993103448275862,0.6689655172413793,0.9241379310344827,0.6482758620689655,0.9793103448275862,1.0,0.9448275862068966,0.0,0.7379310344827587,0.9724137931034482,0.8689655172413793,0.034482758620689655,0.9862068965517241,0.0,0.9517241379310345,1.0,1.0,145
Digital Commonwealth,Athol Public Library,1.0,1.0,1.0,0.0,0.05,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,20
Digital Commonwealth,Phillips Academy Andover,1.0,1.0,0.9984836997725549,0.9497093757897397,0.09274703057872126,0.020722769775082132,1.0,0.92974475612838,0.03209502148091989,0.0,0.9962092494313874,0.9972201162496841,0.9714430123831185,0.03209502148091989,1.0,0.0,1.0,1.0,1.0,3957
Digital Commonwealth,"Town of Essex, MA, Town Clerk",1.0,1.0,1.0,0.5204081632653061,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,196
Digital Library of Tennessee,"Knoxville-Knox County Public Library (Knoxville, Tenn.)",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9473684210526315,1.0,0.7894736842105263,0.0,0.0,1.0,0.0,1.0,1.0,19
Empire State Digital Network,McGraw Historical Society,1.0,1.0,0.996309963099631,0.1918819188191882,0.14760147601476015,0.03690036900369004,1.0,1.0,0.915129151291513,0.0,1.0,1.0,0.6531365313653137,0.08118081180811808,1.0,0.0,0.0,1.0,1.0,271
Empire State Digital Network,State University of New York Maritime College. Stephen B. Luce Library,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4993451211525868,0.9993451211525868,0.0,1.0,1.0,3054
Indiana Memory,Indiana Landmarks,1.0,1.0,0.9930109827414063,0.17729282555983455,0.014548566538296961,0.0,1.0,0.0,0.014405933533019541,0.0,0.007987448295535587,0.9975752389102839,0.7014691199543575,0.007987448295535587,1.0,0.0,0.0,1.0,1.0,7011
Indiana Memory,"Irvington Historical Society (Irvington, Indianapolis, Ind)",1.0,1.0,0.0,0.963855421686747,0.0,0.0,1.0,0.0,1.0,0.4819277108433735,0.0,1.0,0.9759036144578314,0.0,1.0,0.0,0.0,1.0,1.0,83
Minnesota Digital Library,Excelsior-Lake Minnetonka Historical Society,1.0,1.0,1.0,0.005434782608695652,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,184
Missouri Hub,Adair County Historical Society through Missouri Digital Heritage,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3
Missouri Hub,Missouri. Office of the Adjutant General through Missouri Digital Heritage,1.0,1.0,0.9411764705882353,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.058823529411764705,0.0,1.0,0.0,1.0,1.0,1.0,51
National Archives and Records Administration,National Archives at ChicagoNational Archives at Chicago,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.4,0.4666666666666667,1.0,1.0,1.0,0.0,1.0,1.0,0.2,15
North Carolina Digital Heritage Center,Alamance County Public Libraries,1.0,1.0,1.0,0.8163265306122449,0.01020408163265306,1.0,1.0,1.0,0.9897959183673469,0.0,1.0,0.9795918367346939,0.9846938775510204,0.0,0.9897959183673469,0.6785714285714286,0.0,1.0,1.0,196
North Carolina Digital Heritage Center,Central Piedmont Community College,1.0,1.0,1.0,0.5483870967741935,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,62
North Carolina Digital Heritage Center,Fontana Regional Library,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2
North Carolina Digital Heritage Center,Southern Pines Public Library,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1
PA Digital,Lehigh University,1.0,1.0,0.9625256673511293,0.39014373716632444,0.5472279260780287,0.0,0.3762833675564682,1.0,0.9691991786447639,0.0,0.5390143737166324,0.9969199178644764,0.75,0.0,0.6226899383983573,0.6237166324435318,0.0,1.0,1.0,1948
The Portal to Texas History,Fannin County Historical Commission,1.0,1.0,1.0,1.0,0.5767634854771784,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,964
Biodiversity Heritage Library,Australian Garden History Society,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,31
Biodiversity Heritage Library,John Gilmore (archive.org),1.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2
California Digital Library,Fresno County Public Library,1.0,1.0,0.9951651893634166,1.0,0.9701853344077357,0.0040290088638195,1.0,1.0,0.9967767929089444,0.0,0.9782433521353747,0.9726027397260274,1.0,0.0,1.0,0.0,0.0,1.0,0.9887187751813054,1241
Digital Commonwealth,Hingham Public Library,1.0,1.0,1.0,0.2313546423135464,0.1278538812785388,0.2298325722983257,1.0,1.0,0.2252663622526636,0.2298325722983257,0.9832572298325722,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,657
Digital Commonwealth,Maryland Public Television,1.0,1.0,1.0,1.0,0.825,0.5666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.9916666666666667,1.0,1.0,0.0,1.0,1.0,1.0,120
Digital Library of Georgia,Spelman College,1.0,1.0,1.0,0.9977011494252873,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,435
Empire State Digital Network,Piermont Public Library,1.0,1.0,0.9956896551724138,0.0603448275862069,0.0,0.0,0.15517241379310345,0.0,0.0,0.0,0.9956896551724138,0.9956896551724138,0.2413793103448276,0.11206896551724138,0.9482758620689655,0.0,1.0,1.0,1.0,232
Empire State Digital Network,Syracuse University College of Law,1.0,1.0,1.0,0.19230769230769232,0.1346153846153846,0.038461538461538464,0.9230769230769231,1.0,0.23076923076923078,0.0,0.0,1.0,0.8846153846153846,0.9423076923076923,0.9615384615384616,0.0,0.0,1.0,1.0,52
Illinois Digital Heritage Hub,Wheaton Public Library,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10
Indiana Memory,Charlestown-Clark County Public Library,1.0,1.0,0.9995481247175779,0.8106642566651604,0.021690013556258474,0.0,1.0,0.0,0.8906461816538636,0.0,0.0,1.0,0.9697243560777226,0.0,0.07004066877541798,0.0,0.0,1.0,1.0,2213
North Carolina Digital Heritage Center,Belmont Abbey College,1.0,1.0,1.0,0.7236842105263158,0.02631578947368421,1.0,1.0,1.0,1.0,0.0,1.0,0.9868421052631579,1.0,0.0,1.0,0.7105263157894737,0.0,1.0,1.0,76
North Carolina Digital Heritage Center,Richmond County Public Library,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,15
PA Digital,Montgomery County Community College,1.0,1.0,1.0,0.9959839357429718,1.0,0.9919678714859438,1.0,1.0,0.8032128514056225,0.0,0.9919678714859438,1.0,1.0,0.0,0.03614457831325301,0.0,0.0,1.0,1.0,249
The Portal to Texas History,Arlington Public Library,1.0,1.0,1.0,0.11,0.0,0.78,1.0,1.0,0.7425,0.0,0.9075,1.0,0.8775,0.0,1.0,0.0,0.165,1.0,1.0,400
Biodiversity Heritage Library,"Biblioteca Conjunta de Ciencias de la Tierra, Instituto de Ciencias del Mar y Limnología, UNAM",1.0,0.12345679012345678,0.0,0.9382716049382716,0.9629629629629629,0.2962962962962963,1.0,1.0,0.7777777777777778,0.0,0.3950617283950617,0.9506172839506173,0.9629629629629629,0.0,1.0,0.0,0.13580246913580246,1.0,1.0,81
Biodiversity Heritage Library,Library of Congress,1.0,0.09694431518535752,0.06731813246471227,0.9744067007910656,0.8670699550178378,0.22785791841166433,1.0,1.0,0.9953466728711028,0.003257328990228013,0.256243213897937,0.9238405459903831,0.9824724678144874,0.0,1.0,0.0,0.10097719869706841,1.0,1.0,6447
Biodiversity Heritage Library,West Virginia University Libraries (archive.org),1.0,0.15,0.55,0.95,0.9833333333333333,0.2,1.0,1.0,0.9833333333333333,0.0,0.15,1.0,0.9833333333333333,0.0,1.0,0.0,0.15,1.0,1.0,60
California Digital Library,California State Railroad Museum Library,1.0,1.0,1.0,1.0,0.18453865336658354,0.007481296758104738,1.0,1.0,0.8179551122194514,0.00997506234413965,0.0,0.972568578553616,1.0,0.0,1.0,0.0,0.00997506234413965,1.0,1.0,401
California Digital Library,"California State University, Fresno",1.0,1.0,0.6598798692694992,0.14945676177016165,0.11871742778906456,0.002649942584577334,0.9636074551718046,1.0,0.005079056620439891,0.0018991255189470895,0.30589170567971025,0.8779701439802138,0.5153696669905485,0.0,0.44271707446338665,0.0,0.40031799311014926,1.0,0.999028354385655,22642
Digital Maine,Canton Historical Society,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6,0.0,0.0,1.0,0.0,1.0,1.0,5
Empire State Digital Network,Hudson River Maritime Museum,1.0,1.0,0.9960474308300395,0.2964426877470356,0.0,0.04743083003952569,0.9920948616600791,0.9367588932806324,0.20553359683794467,0.0,0.5177865612648221,0.9960474308300395,0.7430830039525692,0.0,0.9209486166007905,0.30434782608695654,0.003952569169960474,1.0,1.0,253
Illinois Digital Heritage Hub,"Champaign County Historical Archives, The Urbana Free Library",1.0,1.0,1.0,0.009643605870020965,0.0,0.12368972746331237,0.33542976939203356,0.0,0.6645702306079665,0.7274633123689728,0.9983228511530399,1.0,0.6578616352201258,0.0,1.0,0.0,0.0,1.0,1.0,2385
Illinois Digital Heritage Hub,Ella Johnson Memorial Public Library District,1.0,1.0,0.9099099099099099,0.40540540540540543,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9504504504504504,0.0,0.8828828828828829,0.0,0.0,1.0,1.0,222
Minnesota Digital Library,Augsburg Seminary,1.0,1.0,0.3268156424581006,1.0,0.0,0.002793296089385475,1.0,0.0,0.33519553072625696,0.0,0.0,0.994413407821229,1.0,0.0,0.09497206703910614,0.0,1.0,1.0,1.0,358
Minnesota Digital Library,Dodge County Historical Society,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3
Minnesota Digital Library,Luther Seminary Archives,1.0,1.0,1.0,0.06363636363636363,0.0,0.20909090909090908,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,110
Minnesota Digital Library,University of St. Thomas,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8333333333333334,1.0,1.0,6
Missouri Hub,Missouri. General assembly through Missouri Digital Heritage,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
Missouri Hub,St. Louis Post Dipatch through Missouri Digital Heritage,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
Mountain West Digital Library,Provo (UT) City,1.0,1.0,0.003114518447532343,0.003114518447532343,0.0,0.0,0.0028749401054144704,1.0,0.003114518447532343,0.0,0.0,0.003114518447532343,1.0,0.003114518447532343,0.0,0.0,0.0028749401054144704,1.0,1.0,4174
National Archives and Records Administration,Center for Legislative Archives,1.0,1.0,0.19112571898110106,1.0,0.0,0.42892358258011504,0.9998356614626129,1.0,0.0,0.0,0.018405916187345932,0.24880854560394414,0.9630238290879212,0.2077239112571898,1.0,0.0,1.0,1.0,0.6984387838948234,6085
North Carolina Digital Heritage Center,State Archives of North Carolina,1.0,1.0,1.0,0.4166666666666667,0.22916666666666666,1.0,1.0,1.0,0.625,0.0,0.8958333333333334,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,48
North Carolina Digital Heritage Center,Watauga County Public Library,1.0,1.0,1.0,0.03966942148760331,0.049586776859504134,1.0,1.0,1.0,0.2,0.0,0.9603305785123967,0.9785123966942149,0.7239669421487603,0.0,1.0,0.006611570247933884,0.0,1.0,1.0,605
Recollection Wisconsin,Beloit College,1.0,0.5919083969465649,0.8025954198473283,0.3349618320610687,0.010076335877862596,0.13984732824427482,0.3370992366412214,0.0,0.08885496183206107,0.0,0.7952671755725191,0.9259541984732824,0.12625954198473283,0.0,0.6044274809160305,0.0,0.0,1.0,1.0,6550
Recollection Wisconsin,University of Wisconsin-Milwaukee,0.9993906752298976,0.9558344597670558,0.9801023945763092,0.8928638964568115,0.09362590260608905,0.6083722624158676,0.998207044354641,0.0,0.05754967397622933,0.0,0.7421435625188225,0.9918966809309362,0.9768876811340444,0.0,0.3827820228181621,4.202239793810101E-5,0.10223349045041007,1.0,1.0,142781
Smithsonian Institution,National Anthropological Archives,1.0,1.0,1.0,0.6997508745892081,0.0,0.0,1.0,0.0,0.016935227393194106,0.6961465069437083,0.08213187745150005,0.9667656100922294,0.6961465069437083,0.0,0.9979327891444928,0.0,0.0,1.0,1.0,37732
Biodiversity Heritage Library,American Entomological Society,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,2
Biodiversity Heritage Library,University of Leeds Library,1.0,0.05,0.0,0.75,1.0,1.0,1.0,1.0,0.95,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,20
California Digital Library,Pasadena Museum of History,1.0,1.0,0.9668797210923882,1.0,0.9872167344567112,0.027309703660662404,0.9622312608948286,1.0,0.6246368390470657,0.0,0.01220220801859384,0.9970947123765252,0.9907030796048809,0.0,0.012783265543288786,0.0,0.012783265543288786,1.0,0.9912841371295759,1721
California Digital Library,"UC Riverside, Library, Water Resources Collections and Archives",1.0,1.0,0.9232651634329663,0.7427023247683971,0.7911204334906485,0.482782730291907,0.9998252053836741,0.998077259220416,0.8585911553924139,0.0,0.21954203810522635,0.996154518440832,0.9816465652857892,0.7605313756336305,0.07673483656703374,0.0,0.0346093340325118,1.0,0.9991260269183709,5721
Digital Commonwealth,WERU Community Radio,1.0,1.0,1.0,0.4292237442922374,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0182648401826484,0.9863013698630136,1.0,0.0,1.0,1.0,1.0,219
Digital Library of Georgia,College of Coastal Georgia. Library,1.0,1.0,0.9861111111111112,0.6111111111111112,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,72
Digital Library of Georgia,McDuffie Museum,1.0,1.0,1.0,0.6226415094339622,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8679245283018868,0.0,0.0,0.0,0.0,1.0,1.0,53
Empire State Digital Network,Elmira College,1.0,1.0,0.9933774834437086,0.7417218543046358,0.0,0.0,0.9966887417218543,0.9900662251655629,0.23509933774834438,0.0033112582781456954,0.6788079470198676,0.9900662251655629,0.7086092715231788,0.890728476821192,1.0,0.0033112582781456954,0.006622516556291391,1.0,1.0,302
Illinois Digital Heritage Hub,Flora Public Library,1.0,1.0,0.28762243989314334,0.27960819234194123,0.0,0.0,1.0,0.0,0.019590382902938557,0.0,0.7123775601068566,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1123
Indiana Memory,IUPUI University Library,1.0,1.0,1.0,0.8,1.0,0.0,1.0,0.0,1.0,0.0,0.4,1.0,1.0,0.4,0.6,0.0,0.0,1.0,1.0,5
Missouri Hub,Division of Commerce and Industrial Development through Missouri Digital Heritage,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4
Smithsonian Institution,NMNH - Paleobiology Dept.,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4545734103256227,0.7286363481053747,1.0,0.4545734103256227,0.0,0.0,0.0,0.0,1.0,1.0,29267
South Carolina Digital Library,CAAHO/Dreamkeepers,1.0,1.0,1.0,0.11904761904761904,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.11904761904761904,0.0,1.0,0.0,1.0,1.0,1.0,42
The Portal to Texas History,Bastrop Public Library,1.0,1.0,1.0,0.9235238693467337,0.8570979899497487,0.07129396984924623,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,6368
The Portal to Texas History,Pottsboro Public Library,1.0,1.0,1.0,0.13043478260869565,0.043478260869565216,0.15942028985507245,1.0,1.0,0.9565217391304348,0.0,0.9855072463768116,1.0,0.6086956521739131,0.0,1.0,0.0,0.028985507246376812,1.0,1.0,138
Big Sky Country Digital Network,"Vande Bogart Library, Montana State University-Northern",1.0,1.0,1.0,1.0,0.2962962962962963,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9814814814814815,0.0,0.0,1.0,0.0,1.0,1.0,54
Biodiversity Heritage Library,Muséum national d'Histoire naturelle,1.0,0.019230769230769232,1.0,0.9038461538461539,1.0,0.9807692307692307,0.9038461538461539,1.0,1.0,0.0,0.0,0.8846153846153846,1.0,0.0,1.0,0.0,1.0,1.0,1.0,52
California Digital Library,Occidental College Library,1.0,1.0,0.9249217935349322,0.881126173096976,0.9968717413972888,0.19290928050052136,0.9854014598540146,1.0,0.9447340980187695,0.4316996871741397,0.5881126173096975,0.9760166840458812,0.9718456725755996,0.5495307612095933,0.9739311783107404,0.0,0.6548488008342023,1.0,1.0,959
California Digital Library,"UC Irvine, Libraries, Special Collections",1.0,1.0,0.6602150537634408,0.9923195084485407,0.09400921658986175,0.08970814132104454,0.9996927803379416,0.9935483870967742,0.07956989247311828,0.0,0.5499231950844854,0.5499231950844854,0.8983102918586789,0.013210445468509985,0.5548387096774193,0.0,6.144393241167435E-4,1.0,0.9978494623655914,3255
Digital Library of Georgia,Alexander Campbell King Law Library,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7909090909090909,0.0,0.7909090909090909,1.0,1.0,110
Digital Library of Georgia,"University of Tennessee, Knoxville. Library. Special Collections",1.0,1.0,1.0,0.9583333333333334,0.0,0.0,1.0,0.0,1.0,0.0,0.22916666666666666,1.0,0.22916666666666666,0.0,0.0,0.0,1.0,1.0,1.0,48
Digital Library of Georgia,Zach S. Henderson Library. Special Collections,1.0,1.0,1.0,0.720292504570384,0.0,0.0,1.0,0.0,0.010968921389396709,0.0,0.9670932358318098,1.0,0.8098720292504571,0.0,0.0,0.0,0.0018281535648994515,1.0,1.0,547
Digital Library of Tennessee,"Beck Cultural Exchange Center, Knoxville, Tennessee",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.75,0.0,1.0,0.0,0.0,1.0,1.0,8
Digital Library of Tennessee,Fred Lucius Haile Museum,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0,0.0,1.0,0.0,1.0,1.0,16
Digital Library of Tennessee,Private Collection of Robert Cass,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,1.0,3
Illinois Digital Heritage Hub,Centralia Regional Library District,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,24
Indiana Memory,"Lincoln Financial Foundation Collection, Allen County Public Library, Fort Wayne, Indiana",1.0,1.0,1.0,0.7096908072214152,0.9985474164764474,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9987549284083835,0.0,1.0,0.0,0.0,1.0,1.0,4819
Minnesota Digital Library,Becker County Historical Society,1.0,1.0,1.0,0.01687289088863892,0.0,0.024746906636670417,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,889
Minnesota Digital Library,Heritage Education Commission,1.0,1.0,1.0,1.0,0.0,0.9772727272727273,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,88
